shift_id,staff_id,role,department,shift_start,shift_end,shift_type
6266,bb1fecd0-66dd-4e2a-9f74-c3df2a0a2af0,nurse,ICU,2023-03-17 15:00:08,2023-03-17 23:00:08,evening
6267,960c93c4-72c4-432e-870f-f448f6979f79,doctor,Emergency,2023-03-12 07:00:15,2023-03-12 15:00:15,day
6268,930c2ac5-930e-470c-bee2-6a1da1c7953d,doctor,Emergency,2023-02-17 07:00:42,2023-02-17 15:00:42,day
6269,b8e4b306-9de1-4b50-bdd2-bff2fe665200,doctor,Surgery,2023-01-15 07:00:47,2023-01-15 15:00:47,day
6270,526c0c72-612e-42d4-b6af-bc9c63534aaf,doctor,Pediatrics,2023-06-02 07:00:17,2023-06-02 15:00:17,day
6271,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,technician,Emergency,2023-01-31 15:00:47,2023-01-31 23:00:47,evening
6272,3d710f14-1582-4e0a-805c-8fd72ca3d055,doctor,Emergency,2023-04-10 07:00:59,2023-04-10 15:00:59,day
6273,8fe02e95-380e-4d26-8cc5-0e221bd3ecc4,nurse,Cardiology,2023-09-23 15:00:36,2023-09-23 23:00:36,evening
6274,c8220341-4b49-4bb6-86a8-d94776128c7a,doctor,ICU,2023-07-01 15:00:37,2023-07-01 23:00:37,evening
6275,9c7f88b5-6466-4ce4-bbe0-46e9e7907278,nurse,ICU,2023-04-02 15:00:29,2023-04-02 23:00:29,evening
6276,c8220341-4b49-4bb6-86a8-d94776128c7a,nurse,Surgery,2023-10-30 07:00:46,2023-10-30 15:00:46,day
6277,496c4680-8cba-4d7f-80e3-d74c190fa0e0,doctor,ICU,2023-05-18 07:00:13,2023-05-18 15:00:13,day
6278,f8785945-271f-42ba-a2d0-99acbb09a53b,nurse,Surgery,2023-10-06 15:00:45,2023-10-06 23:00:45,evening
6279,a5eeba33-ebfd-43f8-b892-6ec453bac41b,nurse,Surgery,2023-10-26 15:00:31,2023-10-26 23:00:31,evening
6280,b7f6696e-c708-438d-862c-4fb7e567f106,doctor,Cardiology,2023-07-22 15:00:05,2023-07-22 23:00:05,evening
6281,29229716-b99b-4497-ad3a-e14e6ad644f5,doctor,Emergency,2023-05-03 15:00:16,2023-05-03 23:00:16,evening
6282,2697141d-f4fd-447e-aca5-f92ce4507d43,nurse,Emergency,2023-08-04 23:00:17,2023-08-05 09:00:17,night
6283,b7f6696e-c708-438d-862c-4fb7e567f106,nurse,Cardiology,2023-06-17 15:00:39,2023-06-17 23:00:39,evening
6284,c5fe196d-d845-400b-9d56-f335d3fcb221,nurse,Pediatrics,2023-04-02 07:00:36,2023-04-02 15:00:36,day
6285,8c878043-068b-4461-9e03-bdee777ede46,doctor,Surgery,2023-03-19 23:00:30,2023-03-20 09:00:30,night
6286,a9ad50de-8d6d-49ae-a898-bbca767c3d41,nurse,Pediatrics,2023-07-08 15:00:45,2023-07-08 23:00:45,evening
6287,f8785945-271f-42ba-a2d0-99acbb09a53b,doctor,Pediatrics,2023-01-16 07:00:29,2023-01-16 15:00:29,day
6288,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,doctor,Pediatrics,2023-01-20 07:00:15,2023-01-20 15:00:15,day
6289,f90ae175-6e88-421e-bcd9-297ea673c326,doctor,ICU,2023-10-09 23:00:31,2023-10-10 09:00:31,night
6290,29eedddc-8ece-4108-b5e1-ab60e9aa4346,doctor,Surgery,2023-08-29 23:00:44,2023-08-30 09:00:44,night
6291,8303e879-eb01-41c0-b223-80e5ba7e25d6,doctor,Pediatrics,2023-05-26 23:00:25,2023-05-27 09:00:25,night
6292,971309b8-dfbd-4db5-844c-46009a9f9e8d,nurse,Emergency,2023-07-29 07:00:59,2023-07-29 15:00:59,day
6293,2ab6e27a-8148-40a8-ba52-e944c1c78915,technician,Emergency,2023-11-23 15:00:47,2023-11-23 23:00:47,evening
6294,d6f0bb58-9b3f-4412-a01c-b6988087674d,nurse,Surgery,2023-10-19 07:00:38,2023-10-19 15:00:38,day
6295,a7defb84-c74a-4b9a-a469-7ab49d8d8fdd,nurse,Cardiology,2023-07-10 07:00:49,2023-07-10 15:00:49,day
6296,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,nurse,Cardiology,2023-07-03 15:00:37,2023-07-03 23:00:37,evening
6297,670ff55e-b9f9-4a81-934d-1508c8911a22,doctor,ICU,2023-05-08 23:00:31,2023-05-09 09:00:31,night
6298,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,Surgery,2023-02-18 15:00:51,2023-02-18 23:00:51,evening
6299,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,ICU,2023-04-16 07:00:21,2023-04-16 15:00:21,day
6300,2ab6e27a-8148-40a8-ba52-e944c1c78915,nurse,Pediatrics,2023-03-06 07:00:58,2023-03-06 15:00:58,day
6301,a9ad50de-8d6d-49ae-a898-bbca767c3d41,nurse,Cardiology,2023-01-05 23:00:12,2023-01-06 09:00:12,night
6302,c8220341-4b49-4bb6-86a8-d94776128c7a,technician,Emergency,2023-05-25 15:00:24,2023-05-25 23:00:24,evening
6303,48ee4eb4-1cc8-402e-bc8c-6f16c4757f32,nurse,Cardiology,2023-02-28 15:00:51,2023-02-28 23:00:51,evening
6304,9d75216c-2f3c-4965-bf14-269e2e4dde6b,technician,Emergency,2023-10-18 15:00:20,2023-10-18 23:00:20,evening
6305,ccbc79fd-049a-4c03-8123-605a6484dad4,nurse,Pediatrics,2023-09-26 23:00:04,2023-09-27 09:00:04,night
6306,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,nurse,Emergency,2023-05-21 15:00:05,2023-05-21 23:00:05,evening
6307,c9bccbac-6084-4067-81b0-400b45641111,nurse,Cardiology,2023-03-03 15:00:54,2023-03-03 23:00:54,evening
6308,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Surgery,2023-02-28 15:00:40,2023-02-28 23:00:40,evening
6309,6d12db19-6e85-46c1-b104-cff124ee4875,technician,Pediatrics,2023-08-04 07:00:58,2023-08-04 15:00:58,day
6310,1ac42ec7-4fc7-4e27-9ce9-ba5f7c2d125d,nurse,Pediatrics,2023-04-01 07:00:07,2023-04-01 15:00:07,day
6311,960c93c4-72c4-432e-870f-f448f6979f79,nurse,Cardiology,2023-05-02 07:00:50,2023-05-02 15:00:50,day
6312,cfd51ffd-d6f1-4953-b2e5-2199c9dc8c52,nurse,Cardiology,2023-09-14 23:00:38,2023-09-15 09:00:38,night
6313,8c878043-068b-4461-9e03-bdee777ede46,nurse,Surgery,2023-03-22 07:00:11,2023-03-22 15:00:11,day
6314,43a5232b-8a33-43a5-aaab-dde2e515acc6,technician,Pediatrics,2023-02-18 07:00:09,2023-02-18 15:00:09,day
6315,f558f961-db95-48ca-bf0a-d9447a55607f,nurse,Surgery,2023-01-16 07:00:45,2023-01-16 15:00:45,day
6316,dc680e78-e607-4793-9631-84a6a102ea9b,nurse,Pediatrics,2023-06-26 07:00:20,2023-06-26 15:00:20,day
6317,7a34dba1-44db-4e77-b7e2-d7b3018c4089,doctor,Emergency,2023-11-06 23:00:48,2023-11-07 09:00:48,night
6318,d5cdafce-d40f-44d5-96ac-461a317cf229,nurse,ICU,2023-01-01 07:00:40,2023-01-01 15:00:40,day
6319,496c4680-8cba-4d7f-80e3-d74c190fa0e0,nurse,Surgery,2023-11-30 15:00:56,2023-11-30 23:00:56,evening
6320,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,nurse,Surgery,2023-03-09 07:00:59,2023-03-09 15:00:59,day
6321,e3581b51-7634-4486-be9d-144cff008915,nurse,Pediatrics,2023-07-22 23:00:30,2023-07-23 09:00:30,night
6322,c93a3b5c-418e-44e2-b037-5052afd82868,doctor,Pediatrics,2023-03-20 07:00:43,2023-03-20 15:00:43,day
6323,a44a27cd-f49d-4fd3-ae7b-9cce74401a60,nurse,Pediatrics,2023-09-06 15:00:35,2023-09-06 23:00:35,evening
6324,76ac7635-1ff0-4184-b0da-ba0b4b222d4b,nurse,Surgery,2023-04-05 07:00:49,2023-04-05 15:00:49,day
6325,ccbc79fd-049a-4c03-8123-605a6484dad4,doctor,Emergency,2023-07-29 15:00:26,2023-07-29 23:00:26,evening
6326,53514c1d-ac86-42bc-a2f8-2f79bb0c47cb,nurse,ICU,2023-05-26 15:00:58,2023-05-26 23:00:58,evening
6327,b649aacc-2dee-4117-9e0c-3a52f9980b5b,doctor,Pediatrics,2023-12-17 07:00:05,2023-12-17 15:00:05,day
6328,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,Cardiology,2023-05-26 07:00:01,2023-05-26 15:00:01,day
6329,8303e879-eb01-41c0-b223-80e5ba7e25d6,nurse,Emergency,2023-04-03 15:00:28,2023-04-03 23:00:28,evening
6330,547d37d2-e522-48b0-97d4-e856ca0084e4,nurse,ICU,2023-08-13 15:00:41,2023-08-13 23:00:41,evening
6331,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,Surgery,2023-08-12 07:00:49,2023-08-12 15:00:49,day
6332,0ac2eba0-e251-4373-bcdf-9b3704f6687d,technician,Emergency,2023-06-18 07:00:36,2023-06-18 15:00:36,day
6333,c240f438-4c8f-4c19-a187-b24617f10d63,nurse,Pediatrics,2023-03-31 07:00:20,2023-03-31 15:00:20,day
6334,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Emergency,2023-04-24 23:00:28,2023-04-25 09:00:28,night
6335,ef9c3f8d-83d3-4085-8ef5-8af93f3c7e38,technician,Surgery,2023-11-18 07:00:25,2023-11-18 15:00:25,day
6336,71b71114-e8e9-4975-b231-cc8001027ce9,nurse,Cardiology,2023-11-29 23:00:08,2023-11-30 09:00:08,night
6337,78c28a48-fcee-459f-97ba-22b2ca92ff13,doctor,Cardiology,2023-08-04 07:00:41,2023-08-04 15:00:41,day
6338,547d37d2-e522-48b0-97d4-e856ca0084e4,nurse,Cardiology,2023-02-08 23:00:36,2023-02-09 09:00:36,night
6339,526c0c72-612e-42d4-b6af-bc9c63534aaf,nurse,ICU,2023-11-03 07:00:00,2023-11-03 15:00:00,day
6340,63c3ec0c-3604-462f-9b72-3acac6fc1f18,nurse,Emergency,2023-03-18 07:00:35,2023-03-18 15:00:35,day
6341,a1950795-1680-458b-8eee-57da1412f3aa,nurse,Pediatrics,2023-12-25 15:00:24,2023-12-25 23:00:24,evening
6342,88d05975-8d59-4d6f-b4e0-ca8d79c3c517,doctor,Pediatrics,2023-06-02 07:00:12,2023-06-02 15:00:12,day
6343,faa50591-90fb-4b25-9c63-dc6e4438ff30,doctor,Emergency,2023-02-25 15:00:45,2023-02-25 23:00:45,evening
6344,a9ad50de-8d6d-49ae-a898-bbca767c3d41,doctor,Emergency,2023-12-02 07:00:52,2023-12-02 15:00:52,day
6345,5396a2d6-c38b-4217-b25b-7b29aefab79d,technician,Cardiology,2023-04-05 07:00:29,2023-04-05 15:00:29,day
6346,4711baa9-00d6-4fa4-a483-eff9a765f095,nurse,ICU,2023-05-20 07:00:09,2023-05-20 15:00:09,day
6347,c0d74cd8-47e8-4b53-9906-d24cd51350f8,nurse,Cardiology,2023-11-28 07:00:24,2023-11-28 15:00:24,day
6348,485ff592-1c67-4275-87da-eaee00f1f612,nurse,Emergency,2023-01-06 15:00:04,2023-01-06 23:00:04,evening
6349,a5161a55-5260-42f4-ab83-16712c2c6961,nurse,Emergency,2023-08-26 07:00:31,2023-08-26 15:00:31,day
6350,78c28a48-fcee-459f-97ba-22b2ca92ff13,nurse,Pediatrics,2023-10-12 15:00:14,2023-10-12 23:00:14,evening
6351,233b05a8-f2b9-4a69-bc1d-2c4d484480b7,technician,Cardiology,2023-08-05 15:00:39,2023-08-05 23:00:39,evening
6352,015296b2-95cf-4150-be4e-0f7897304913,technician,Emergency,2023-09-11 15:00:38,2023-09-11 23:00:38,evening
6353,16f4ab5f-349f-4adf-85cf-f5282c1886dd,nurse,Emergency,2023-07-26 07:00:26,2023-07-26 15:00:26,day
6354,3729b0c6-17c9-4dd8-ae58-f8e3a3f32c4f,nurse,ICU,2023-06-24 07:00:34,2023-06-24 15:00:34,day
6355,371d00ba-cf58-42fd-8297-210d61e8362e,nurse,Cardiology,2023-01-22 07:00:57,2023-01-22 15:00:57,day
6356,bacd83f2-e54b-46c4-96d5-a90649ad939f,nurse,Pediatrics,2023-05-13 23:00:52,2023-05-14 09:00:52,night
6357,ade91a91-07b3-4489-bd35-7849c6d850e1,doctor,Surgery,2023-03-29 07:00:20,2023-03-29 15:00:20,day
6358,85fd46f3-52cd-4273-9a55-b2b894272473,nurse,Pediatrics,2023-10-15 23:00:58,2023-10-16 09:00:58,night
6359,22c57e0c-a78c-4402-997e-3fff06222042,technician,ICU,2023-08-12 07:00:04,2023-08-12 15:00:04,day
6360,30d28be9-7464-49df-9eb9-aabe84102331,nurse,Surgery,2023-06-06 07:00:39,2023-06-06 15:00:39,day
6361,f43accfd-7e43-43e9-a6ed-bfe9d4e8d4eb,nurse,Emergency,2023-02-09 15:00:53,2023-02-09 23:00:53,evening
6362,ae251198-3808-40e7-be64-72c03bbe279e,nurse,ICU,2023-04-16 07:00:00,2023-04-16 15:00:00,day
6363,c770cc60-6d71-4107-9f5c-1df47b67028d,nurse,ICU,2023-03-16 07:00:00,2023-03-16 15:00:00,day
6364,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,ICU,2023-06-11 07:00:03,2023-06-11 15:00:03,day
6365,a9ed279f-b5de-43db-a671-59469ddf8541,nurse,Cardiology,2023-04-24 15:00:47,2023-04-24 23:00:47,evening
6366,7a34dba1-44db-4e77-b7e2-d7b3018c4089,nurse,Surgery,2023-08-29 23:00:11,2023-08-30 09:00:11,night
6367,485ff592-1c67-4275-87da-eaee00f1f612,doctor,Pediatrics,2023-03-18 23:00:53,2023-03-19 09:00:53,night
6368,4d9497b5-1e99-4828-b9ee-b603c236b775,nurse,Pediatrics,2023-09-30 07:00:25,2023-09-30 15:00:25,day
6369,f14202f7-3559-47e3-8305-5162201353f6,nurse,Cardiology,2023-03-25 07:00:46,2023-03-25 15:00:46,day
6370,3d710f14-1582-4e0a-805c-8fd72ca3d055,nurse,Surgery,2023-09-23 07:00:45,2023-09-23 15:00:45,day
6371,86fa1eec-4f52-4fb8-b58d-c8d72607037a,technician,Pediatrics,2023-07-05 07:00:08,2023-07-05 15:00:08,day
6372,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,doctor,Emergency,2023-05-31 07:00:19,2023-05-31 15:00:19,day
6373,960c93c4-72c4-432e-870f-f448f6979f79,nurse,Cardiology,2023-04-23 15:00:28,2023-04-23 23:00:28,evening
6374,16d7a534-7aa0-467d-9f66-6bb4c5d0d2f0,nurse,Pediatrics,2023-02-15 07:00:58,2023-02-15 15:00:58,day
6375,485ff592-1c67-4275-87da-eaee00f1f612,nurse,ICU,2023-11-09 15:00:57,2023-11-09 23:00:57,evening
6376,02413a3d-5bac-403c-9904-384f4607c815,nurse,ICU,2023-03-12 15:00:07,2023-03-12 23:00:07,evening
6377,f558f961-db95-48ca-bf0a-d9447a55607f,nurse,Pediatrics,2023-12-22 07:00:18,2023-12-22 15:00:18,day
6378,a1950795-1680-458b-8eee-57da1412f3aa,technician,Emergency,2023-08-06 07:00:00,2023-08-06 15:00:00,day
6379,d8c55641-4069-4612-9ce2-99607ea6faaf,nurse,Emergency,2023-09-12 15:00:37,2023-09-12 23:00:37,evening
6380,e88e71e6-35c5-4f65-9a61-584176a6b0bc,doctor,Surgery,2023-11-15 07:00:08,2023-11-15 15:00:08,day
6381,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,doctor,Emergency,2023-08-07 07:00:03,2023-08-07 15:00:03,day
6382,d75ac37e-3ebe-4076-89e1-1f91be575646,technician,ICU,2023-09-10 15:00:08,2023-09-10 23:00:08,evening
6383,446dabc7-48ca-4eed-a254-bc7fb7b8875e,nurse,Surgery,2023-07-17 07:00:59,2023-07-17 15:00:59,day
6384,808d9ab5-6963-4eb7-8487-4057e0337f54,nurse,Emergency,2023-12-19 23:00:28,2023-12-20 09:00:28,night
6385,3c41ff81-f553-4f0d-a19f-2bee2e68666f,nurse,ICU,2023-04-23 07:00:09,2023-04-23 15:00:09,day
6386,fe7874e9-b5d4-4a72-aa4d-711b90d1ecb9,nurse,Emergency,2023-10-09 15:00:09,2023-10-09 23:00:09,evening
6387,7a34dba1-44db-4e77-b7e2-d7b3018c4089,nurse,ICU,2023-01-19 15:00:35,2023-01-19 23:00:35,evening
6388,86fa1eec-4f52-4fb8-b58d-c8d72607037a,doctor,ICU,2023-03-09 15:00:34,2023-03-09 23:00:34,evening
6389,8e459f50-0112-4786-b08b-32db52cbbae1,doctor,Pediatrics,2023-07-08 07:00:25,2023-07-08 15:00:25,day
6390,3d7dca52-8fce-4bfe-b260-e624d5ebbcbf,doctor,Surgery,2023-05-06 07:00:19,2023-05-06 15:00:19,day
6391,8fe02e95-380e-4d26-8cc5-0e221bd3ecc4,doctor,ICU,2023-08-29 15:00:10,2023-08-29 23:00:10,evening
6392,7c86a7d8-175b-40d4-9a6b-8329d4decdfb,doctor,Surgery,2023-12-01 07:00:48,2023-12-01 15:00:48,day
6393,930c2ac5-930e-470c-bee2-6a1da1c7953d,doctor,Pediatrics,2023-11-26 15:00:29,2023-11-26 23:00:29,evening
6394,31ab4ab1-ad53-4ea5-b8ba-2272df19a1be,nurse,Emergency,2023-06-08 15:00:47,2023-06-08 23:00:47,evening
6395,9ba4ee73-0aaf-4962-8909-8e9ab434ceb8,doctor,Surgery,2023-07-03 07:00:54,2023-07-03 15:00:54,day
6396,b649aacc-2dee-4117-9e0c-3a52f9980b5b,doctor,Emergency,2023-05-24 07:00:17,2023-05-24 15:00:17,day
6397,89d292e5-6fb9-4671-875a-37af3988edce,nurse,Pediatrics,2023-01-05 07:00:20,2023-01-05 15:00:20,day
6398,8c878043-068b-4461-9e03-bdee777ede46,nurse,Emergency,2023-10-04 23:00:46,2023-10-05 09:00:46,night
6399,50e3f0fb-eca1-4254-82b8-c72dad727511,nurse,Surgery,2023-12-19 15:00:03,2023-12-19 23:00:03,evening
6400,a6a46f4d-5d23-4c3d-9a61-b9c41ed541f4,nurse,Cardiology,2023-05-15 07:00:16,2023-05-15 15:00:16,day
6401,6d7cb76f-b694-4703-a666-4b4cfdd6074f,doctor,Surgery,2023-05-24 07:00:19,2023-05-24 15:00:19,day
6402,f14202f7-3559-47e3-8305-5162201353f6,doctor,Cardiology,2023-06-22 15:00:36,2023-06-22 23:00:36,evening
6403,233b05a8-f2b9-4a69-bc1d-2c4d484480b7,doctor,Emergency,2023-07-08 07:00:18,2023-07-08 15:00:18,day
6404,fd36fbe5-7f3a-4e75-93c3-bee75a8b9ff9,doctor,Surgery,2023-04-20 23:00:18,2023-04-21 09:00:18,night
6405,e3581b51-7634-4486-be9d-144cff008915,nurse,Cardiology,2023-10-20 07:00:18,2023-10-20 15:00:18,day
6406,f90ae175-6e88-421e-bcd9-297ea673c326,nurse,Pediatrics,2023-05-05 07:00:40,2023-05-05 15:00:40,day
6407,0175c3c4-7b00-4091-aa29-c839666e3359,nurse,ICU,2023-06-06 15:00:18,2023-06-06 23:00:18,evening
6408,971309b8-dfbd-4db5-844c-46009a9f9e8d,nurse,Surgery,2023-08-15 07:00:00,2023-08-15 15:00:00,day
6409,3271c743-3547-4952-a235-100707527d0b,doctor,Surgery,2023-05-05 15:00:05,2023-05-05 23:00:05,evening
6410,f949be52-b1e2-4323-8852-c7a60a12af0a,nurse,Pediatrics,2023-01-06 07:00:02,2023-01-06 15:00:02,day
6411,f949be52-b1e2-4323-8852-c7a60a12af0a,nurse,Pediatrics,2023-09-03 07:00:49,2023-09-03 15:00:49,day
6412,8e459f50-0112-4786-b08b-32db52cbbae1,doctor,Emergency,2023-04-17 23:00:23,2023-04-18 09:00:23,night
6413,fd4aa27c-6b26-47e7-916b-f9f73325e1b0,doctor,Cardiology,2023-04-19 15:00:35,2023-04-19 23:00:35,evening
6414,f949be52-b1e2-4323-8852-c7a60a12af0a,doctor,Surgery,2023-09-19 07:00:12,2023-09-19 15:00:12,day
6415,7e83fd42-7fa0-4fa2-a497-2b7292d5e886,nurse,ICU,2023-03-24 15:00:21,2023-03-24 23:00:21,evening
6416,e88e71e6-35c5-4f65-9a61-584176a6b0bc,technician,ICU,2023-07-14 15:00:57,2023-07-14 23:00:57,evening
6417,9404248f-5747-4cd9-b6ec-aac60f21e73d,nurse,Emergency,2023-02-12 07:00:17,2023-02-12 15:00:17,day
6418,50fc5edd-6cd3-413f-ab5e-d0383a3b9732,nurse,Pediatrics,2023-06-02 23:00:53,2023-06-03 09:00:53,night
6419,7e83fd42-7fa0-4fa2-a497-2b7292d5e886,doctor,Pediatrics,2023-02-20 07:00:05,2023-02-20 15:00:05,day
6420,85ceedd2-29df-4f2e-be9d-d730a8a7edcf,technician,Surgery,2023-10-19 07:00:44,2023-10-19 15:00:44,day
6421,7a4147d6-f110-4522-8dd2-aaf50c630a9d,nurse,Pediatrics,2023-11-29 15:00:30,2023-11-29 23:00:30,evening
6422,dc680e78-e607-4793-9631-84a6a102ea9b,doctor,Pediatrics,2023-07-05 07:00:14,2023-07-05 15:00:14,day
6423,147c81ff-20c0-4d17-8fcd-9ca382e1b405,nurse,Cardiology,2023-08-02 15:00:30,2023-08-02 23:00:30,evening
6424,f14202f7-3559-47e3-8305-5162201353f6,nurse,ICU,2023-12-13 15:00:19,2023-12-13 23:00:19,evening
6425,b70fb6ca-fca4-4a13-94ed-b097dbaa3da2,nurse,Emergency,2023-06-21 15:00:52,2023-06-21 23:00:52,evening
6426,4714a5aa-5a4c-4452-bb48-4c8de6ae12bb,nurse,Pediatrics,2023-02-08 07:00:32,2023-02-08 15:00:32,day
6427,f7eb2511-9080-43ec-8a17-1f32046cb8e7,nurse,ICU,2023-09-29 15:00:38,2023-09-29 23:00:38,evening
6428,6d12db19-6e85-46c1-b104-cff124ee4875,technician,Cardiology,2023-01-20 15:00:11,2023-01-20 23:00:11,evening
6429,a13a0f6a-88ec-4bdd-9ba8-d96bbd6dbe6e,doctor,Pediatrics,2023-09-22 15:00:45,2023-09-22 23:00:45,evening
6430,a9ed279f-b5de-43db-a671-59469ddf8541,nurse,Emergency,2023-03-02 23:00:16,2023-03-03 09:00:16,night
6431,e61cd65f-f50f-4486-928f-4d79ddc59836,doctor,ICU,2023-07-21 15:00:31,2023-07-21 23:00:31,evening
6432,930c2ac5-930e-470c-bee2-6a1da1c7953d,doctor,Surgery,2023-11-07 15:00:17,2023-11-07 23:00:17,evening
6433,8fe02e95-380e-4d26-8cc5-0e221bd3ecc4,doctor,Cardiology,2023-11-12 07:00:51,2023-11-12 15:00:51,day
6434,ade91a91-07b3-4489-bd35-7849c6d850e1,nurse,Cardiology,2023-02-23 07:00:48,2023-02-23 15:00:48,day
6435,c9a9e6c0-9ef9-4730-a15d-cab9b1d77ef1,doctor,Emergency,2023-01-14 07:00:54,2023-01-14 15:00:54,day
6436,4711baa9-00d6-4fa4-a483-eff9a765f095,nurse,ICU,2023-07-18 23:00:48,2023-07-19 09:00:48,night
6437,63c3ec0c-3604-462f-9b72-3acac6fc1f18,nurse,Emergency,2023-08-12 07:00:03,2023-08-12 15:00:03,day
6438,c5fe196d-d845-400b-9d56-f335d3fcb221,technician,ICU,2023-06-10 15:00:35,2023-06-10 23:00:35,evening
6439,d3f4f2a0-d8cc-4f48-b974-ad7664affcf6,nurse,Emergency,2023-12-21 07:00:00,2023-12-21 15:00:00,day
6440,b649aacc-2dee-4117-9e0c-3a52f9980b5b,nurse,Emergency,2023-05-31 15:00:00,2023-05-31 23:00:00,evening
6441,662db68d-0213-492b-b44c-a5bb8d6a5030,nurse,Emergency,2023-06-23 07:00:19,2023-06-23 15:00:19,day
6442,216f7aec-7af1-4031-8d6a-e8c3c7b3b2d5,doctor,ICU,2023-10-15 23:00:07,2023-10-16 09:00:07,night
6443,6112ef97-81ef-4eea-8339-5c5208ba31f1,doctor,Surgery,2023-10-28 23:00:49,2023-10-29 09:00:49,night
6444,e61cd65f-f50f-4486-928f-4d79ddc59836,doctor,Emergency,2023-01-31 15:00:45,2023-01-31 23:00:45,evening
6445,f7eb2511-9080-43ec-8a17-1f32046cb8e7,technician,ICU,2023-07-02 15:00:47,2023-07-02 23:00:47,evening
6446,6d7cb76f-b694-4703-a666-4b4cfdd6074f,nurse,ICU,2023-11-26 23:00:43,2023-11-27 09:00:43,night
6447,33cf808b-f6d0-4adb-8f15-682382cb56f5,nurse,Surgery,2023-08-07 07:00:54,2023-08-07 15:00:54,day
6448,6274a0aa-fd0e-45ce-98f0-3aead3a05e04,doctor,Pediatrics,2023-11-09 07:00:59,2023-11-09 15:00:59,day
6449,496c4680-8cba-4d7f-80e3-d74c190fa0e0,nurse,Cardiology,2023-08-06 15:00:58,2023-08-06 23:00:58,evening
6450,29229716-b99b-4497-ad3a-e14e6ad644f5,nurse,Cardiology,2023-03-12 07:00:03,2023-03-12 15:00:03,day
6451,aee8e7e7-2318-478d-b1d9-30b910c43fda,nurse,Surgery,2023-01-02 07:00:54,2023-01-02 15:00:54,day
6452,43a5232b-8a33-43a5-aaab-dde2e515acc6,nurse,Emergency,2023-12-20 07:00:55,2023-12-20 15:00:55,day
6453,dc680e78-e607-4793-9631-84a6a102ea9b,nurse,Cardiology,2023-01-23 23:00:58,2023-01-24 09:00:58,night
6454,ade91a91-07b3-4489-bd35-7849c6d850e1,nurse,Pediatrics,2023-09-04 07:00:12,2023-09-04 15:00:12,day
6455,e61cd65f-f50f-4486-928f-4d79ddc59836,doctor,Emergency,2023-06-09 07:00:03,2023-06-09 15:00:03,day
6456,9b07a1a7-9538-4c6a-b818-bf7202d2a3ae,nurse,Surgery,2023-04-23 07:00:48,2023-04-23 15:00:48,day
6457,e61cd65f-f50f-4486-928f-4d79ddc59836,doctor,Surgery,2023-06-14 07:00:50,2023-06-14 15:00:50,day
6458,7b644eb1-1a8f-425e-8f58-363aa540ced8,nurse,Emergency,2023-07-08 07:00:30,2023-07-08 15:00:30,day
6459,5db917fb-c672-41d8-817c-d9580ecc9368,doctor,Cardiology,2023-07-16 07:00:15,2023-07-16 15:00:15,day
6460,fecb32e3-4e98-40b5-bbdb-7b8d135badf4,technician,Cardiology,2023-01-03 07:00:16,2023-01-03 15:00:16,day
6461,8d30d139-55c0-4ad7-b34c-b7466be6d0d7,nurse,Cardiology,2023-09-19 15:00:46,2023-09-19 23:00:46,evening
6462,00c5c9b2-4ac3-4d50-b761-3737a1e1d218,doctor,ICU,2023-10-05 07:00:22,2023-10-05 15:00:22,day
6463,e98b285d-f83e-4f97-b9f0-e77e20264f3d,technician,ICU,2023-11-11 15:00:15,2023-11-11 23:00:15,evening
6464,a4797ce2-839a-4aa3-9794-da366197d8b5,nurse,Surgery,2023-03-10 07:00:34,2023-03-10 15:00:34,day
6465,015296b2-95cf-4150-be4e-0f7897304913,nurse,Pediatrics,2023-10-07 15:00:47,2023-10-07 23:00:47,evening
6466,e88e71e6-35c5-4f65-9a61-584176a6b0bc,nurse,ICU,2023-01-25 23:00:05,2023-01-26 09:00:05,night
6467,c240f438-4c8f-4c19-a187-b24617f10d63,doctor,Cardiology,2023-05-07 07:00:11,2023-05-07 15:00:11,day
6468,5396a2d6-c38b-4217-b25b-7b29aefab79d,technician,Emergency,2023-07-17 15:00:33,2023-07-17 23:00:33,evening
6469,acb5e9f7-1f81-4f4d-bda7-9b16351b5f1a,doctor,ICU,2023-04-10 07:00:19,2023-04-10 15:00:19,day
6470,bf1ecedf-dfa4-4a46-bc18-b43926c3d9ea,nurse,Emergency,2023-05-19 23:00:36,2023-05-20 09:00:36,night
6471,29eedddc-8ece-4108-b5e1-ab60e9aa4346,nurse,Surgery,2023-07-07 07:00:02,2023-07-07 15:00:02,day
